#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CALML6	ITPR3	9606.ENSP00000304643	9606.ENSP00000363435	0	0	0	0	0.062	0.056	0.650	0.101	0.684
CALML6	PPP1CA	9606.ENSP00000304643	9606.ENSP00000326031	0	0	0	0	0	0.174	0.600	0.124	0.685
CALML6	PPP1CC	9606.ENSP00000304643	9606.ENSP00000341779	0	0	0	0	0	0.174	0.600	0.124	0.685
CALML6	PPP1CB	9606.ENSP00000304643	9606.ENSP00000378769	0	0	0	0	0	0.174	0.600	0.124	0.685
CALML6	CAMK2A	9606.ENSP00000304643	9606.ENSP00000381412	0	0	0	0	0	0.154	0.600	0.155	0.689
CALML6	ITPR1	9606.ENSP00000304643	9606.ENSP00000306253	0	0	0	0	0.062	0.056	0.650	0.138	0.697
CALML6	PPP3CC	9606.ENSP00000304643	9606.ENSP00000380878	0	0	0	0	0.062	0.182	0.600	0.140	0.700
CALML6	PPP3CB	9606.ENSP00000304643	9606.ENSP00000378306	0	0	0	0	0.062	0.182	0.600	0.140	0.700
CALML6	PPP3CA	9606.ENSP00000304643	9606.ENSP00000378323	0	0	0	0	0.062	0.182	0.600	0.140	0.700
CALML6	CAMK2B	9606.ENSP00000304643	9606.ENSP00000379098	0	0	0	0	0	0.154	0.600	0.257	0.726
CALML6	CAMK2D	9606.ENSP00000304643	9606.ENSP00000339740	0	0	0	0	0	0.154	0.600	0.264	0.729
CALML6	CALML3	9606.ENSP00000304643	9606.ENSP00000315299	0	0	0	0.904	0	0	0.800	0.468	0.808
CALML6	CALML5	9606.ENSP00000304643	9606.ENSP00000369689	0	0	0	0.834	0	0	0.800	0.390	0.812
CALML6	CALML4	9606.ENSP00000304643	9606.ENSP00000419081	0	0	0	0.746	0	0	0.800	0.324	0.814
CALY	DRD5	9606.ENSP00000252939	9606.ENSP00000306129	0	0	0	0	0.157	0	0	0.338	0.418
CALY	KIF5A	9606.ENSP00000252939	9606.ENSP00000408979	0	0	0	0	0.354	0	0	0.200	0.461
CALY	GRIA2	9606.ENSP00000252939	9606.ENSP00000296526	0	0	0	0	0.375	0	0	0.213	0.487
CALY	KCNJ9	9606.ENSP00000252939	9606.ENSP00000357067	0	0	0	0	0.530	0	0	0.047	0.533
CALY	DRD1	9606.ENSP00000252939	9606.ENSP00000377353	0	0	0	0	0.231	0.213	0.800	0.461	0.926
CAMK2A	CREB3L3	9606.ENSP00000381412	9606.ENSP00000078445	0	0	0	0	0	0	0.600	0.049	0.603
CAMK2A	PLCB2	9606.ENSP00000381412	9606.ENSP00000260402	0	0	0	0	0.063	0.061	0.600	0.372	0.749
CAMK2A	GNAO1	9606.ENSP00000381412	9606.ENSP00000262494	0	0	0	0	0.224	0.272	0	0.170	0.490
CAMK2A	ATF2	9606.ENSP00000381412	9606.ENSP00000264110	0	0	0	0	0.062	0	0.600	0.089	0.628
CAMK2A	CACNA1C	9606.ENSP00000381412	9606.ENSP00000266376	0	0	0	0	0.119	0.105	0.600	0.397	0.784
CAMK2A	SLC6A3	9606.ENSP00000381412	9606.ENSP00000270349	0	0	0	0	0	0.270	0.800	0.246	0.880
CAMK2A	CALM2	9606.ENSP00000381412	9606.ENSP00000272298	0	0	0	0	0.062	0.912	0.600	0.359	0.976
CAMK2A	GRIA4	9606.ENSP00000381412	9606.ENSP00000282499	0	0	0	0	0.195	0.343	0.900	0.399	0.964
CAMK2A	CACNA1D	9606.ENSP00000381412	9606.ENSP00000288139	0	0	0	0	0.064	0.105	0.600	0.251	0.715
CAMK2A	GNG3	9606.ENSP00000381412	9606.ENSP00000294117	0	0	0	0	0.321	0	0	0.210	0.441
CAMK2A	GRIA2	9606.ENSP00000381412	9606.ENSP00000296526	0	0	0	0	0.371	0.138	0.900	0.504	0.969
CAMK2A	CALML6	9606.ENSP00000381412	9606.ENSP00000304643	0	0	0	0	0	0.154	0.600	0.155	0.689
CAMK2A	FOS	9606.ENSP00000381412	9606.ENSP00000306245	0	0	0	0	0.062	0	0	0.434	0.447
CAMK2A	ITPR1	9606.ENSP00000381412	9606.ENSP00000306253	0	0	0	0	0.096	0	0	0.565	0.590
CAMK2A	CALML3	9606.ENSP00000381412	9606.ENSP00000315299	0	0	0	0	0	0.154	0.600	0.183	0.699
CAMK2A	CAMK2G	9606.ENSP00000381412	9606.ENSP00000319060	0	0	0.444	0.980	0.096	0.585	0.900	0.644	0.960
CAMK2A	PPP1CA	9606.ENSP00000381412	9606.ENSP00000326031	0	0	0	0	0	0.070	0.800	0.268	0.852
CAMK2A	CREB3L2	9606.ENSP00000381412	9606.ENSP00000329140	0	0	0	0	0	0	0.600	0.122	0.633
CAMK2A	PPP2R2C	9606.ENSP00000381412	9606.ENSP00000335083	0	0	0	0	0.199	0	0	0.306	0.420
CAMK2A	ATF4	9606.ENSP00000381412	9606.ENSP00000336790	0	0	0	0	0	0	0.600	0.070	0.612
CAMK2A	PLCB1	9606.ENSP00000381412	9606.ENSP00000338185	0	0	0	0	0.098	0.061	0.600	0.454	0.790
CAMK2A	CAMK2D	9606.ENSP00000381412	9606.ENSP00000339740	0	0	0.447	0.982	0.062	0.968	0.900	0.520	0.996
CAMK2A	PPP1CC	9606.ENSP00000381412	9606.ENSP00000341779	0	0	0	0	0	0.070	0.800	0.240	0.846
CAMK2A	CREB3	9606.ENSP00000381412	9606.ENSP00000342136	0	0	0	0	0	0	0.600	0	0.600
CAMK2A	CREB5	9606.ENSP00000381412	9606.ENSP00000350359	0	0	0	0	0.062	0	0.600	0.242	0.690
CAMK2A	CACNA1A	9606.ENSP00000381412	9606.ENSP00000353362	0	0	0	0	0.297	0.176	0	0.324	0.574
CAMK2A	KCNJ9	9606.ENSP00000381412	9606.ENSP00000357067	0	0	0	0	0.491	0.098	0	0.074	0.538
CAMK2A	CREB3L4	9606.ENSP00000381412	9606.ENSP00000357596	0	0	0	0	0	0	0.600	0	0.600
CAMK2A	CACNA1B	9606.ENSP00000381412	9606.ENSP00000360423	0	0	0	0	0.231	0.153	0	0.311	0.513
CAMK2A	ATF6B	9606.ENSP00000381412	9606.ENSP00000364349	0	0	0	0	0.085	0	0.600	0	0.618
CAMK2A	PLCB4	9606.ENSP00000381412	9606.ENSP00000367762	0	0	0	0	0.084	0.061	0.600	0.373	0.755
CAMK2A	CALML5	9606.ENSP00000381412	9606.ENSP00000369689	0	0	0	0	0	0.154	0.600	0.055	0.652
CAMK2A	DRD1	9606.ENSP00000381412	9606.ENSP00000377353	0	0	0	0	0.199	0.057	0	0.375	0.487
CAMK2A	PPP3CA	9606.ENSP00000381412	9606.ENSP00000378323	0	0	0	0	0.150	0.070	0	0.403	0.487
CAMK2A	PPP1CB	9606.ENSP00000381412	9606.ENSP00000378769	0	0	0	0	0	0.070	0.800	0.223	0.842
CAMK2A	CAMK2B	9606.ENSP00000381412	9606.ENSP00000379098	0	0	0	0.979	0.327	0.955	0.900	0.787	0.996
CAMK2A	GRIN2A	9606.ENSP00000381412	9606.ENSP00000379818	0	0	0	0	0.240	0.467	0.600	0.563	0.919
CAMK2A	AKT1	9606.ENSP00000381412	9606.ENSP00000451828	0	0	0.369	0.658	0.062	0.297	0	0.315	0.452
CAMK2A	KIF5A	9606.ENSP00000381412	9606.ENSP00000408979	0	0	0	0	0.307	0.057	0	0.310	0.511
CAMK2A	CREB3L1	9606.ENSP00000381412	9606.ENSP00000481956	0	0	0	0	0	0	0.600	0.072	0.613
CAMK2A	ADCY5	9606.ENSP00000381412	9606.ENSP00000419361	0	0	0	0	0.150	0.077	0.600	0.186	0.710
CAMK2A	PLCB3	9606.ENSP00000381412	9606.ENSP00000443631	0	0	0	0	0.063	0.061	0.600	0.347	0.739
CAMK2A	CALML4	9606.ENSP00000381412	9606.ENSP00000419081	0	0	0	0	0	0.154	0.600	0.299	0.742
CAMK2A	CREB1	9606.ENSP00000381412	9606.ENSP00000387699	0	0	0	0	0	0.270	0.900	0.467	0.957
CAMK2A	GRIA3	9606.ENSP00000381412	9606.ENSP00000481554	0	0	0	0	0.223	0.138	0.900	0.494	0.961
CAMK2A	GRIA1	9606.ENSP00000381412	9606.ENSP00000428994	0	0	0	0	0.272	0.343	0.900	0.632	0.980
CAMK2A	GRIN2B	9606.ENSP00000381412	9606.ENSP00000477455	0	0	0	0	0.231	0.991	0.500	0.904	0.999
CAMK2B	CREB3L3	9606.ENSP00000379098	9606.ENSP00000078445	0	0	0	0	0	0	0.600	0.049	0.603
CAMK2B	PLCB2	9606.ENSP00000379098	9606.ENSP00000260402	0	0	0	0	0.063	0.061	0.600	0.345	0.738
CAMK2B	ATF2	9606.ENSP00000379098	9606.ENSP00000264110	0	0	0	0	0.062	0	0.600	0.089	0.628
CAMK2B	CACNA1C	9606.ENSP00000379098	9606.ENSP00000266376	0	0	0	0	0.091	0.105	0.600	0.309	0.745
CAMK2B	SLC6A3	9606.ENSP00000379098	9606.ENSP00000270349	0	0	0	0	0	0	0.800	0.149	0.822
CAMK2B	CALM2	9606.ENSP00000379098	9606.ENSP00000272298	0	0	0	0	0.062	0.911	0.600	0.437	0.979
CAMK2B	GRIA4	9606.ENSP00000379098	9606.ENSP00000282499	0	0	0	0	0.174	0.138	0.900	0.335	0.946
CAMK2B	CACNA1D	9606.ENSP00000379098	9606.ENSP00000288139	0	0	0	0	0.098	0.105	0.600	0.171	0.696
CAMK2B	GRIA2	9606.ENSP00000379098	9606.ENSP00000296526	0	0	0	0	0.351	0.138	0.900	0.436	0.964
CAMK2B	CALML6	9606.ENSP00000379098	9606.ENSP00000304643	0	0	0	0	0	0.154	0.600	0.257	0.726
CAMK2B	ITPR1	9606.ENSP00000379098	9606.ENSP00000306253	0	0	0	0	0.062	0	0	0.849	0.852
CAMK2B	CALML3	9606.ENSP00000379098	9606.ENSP00000315299	0	0	0	0	0	0.154	0.600	0.135	0.681
CAMK2B	CAMK2G	9606.ENSP00000379098	9606.ENSP00000319060	0	0	0	0.979	0.062	0.536	0.900	0.629	0.953
CAMK2B	PPP1CA	9606.ENSP00000379098	9606.ENSP00000326031	0	0	0	0	0	0.070	0.800	0.217	0.841
CAMK2B	CREB3L2	9606.ENSP00000379098	9606.ENSP00000329140	0	0	0	0	0	0	0.600	0	0.600
CAMK2B	ATF4	9606.ENSP00000379098	9606.ENSP00000336790	0	0	0	0	0	0	0.600	0.121	0.633
CAMK2B	PLCB1	9606.ENSP00000379098	9606.ENSP00000338185	0	0	0	0	0.101	0.061	0.600	0.333	0.744
CAMK2B	CAMK2D	9606.ENSP00000379098	9606.ENSP00000339740	0	0	0	0.979	0	0.960	0.900	0.323	0.996
CAMK2B	PPP1CC	9606.ENSP00000379098	9606.ENSP00000341779	0	0	0	0	0	0.070	0.800	0.122	0.822
CAMK2B	CREB3	9606.ENSP00000379098	9606.ENSP00000342136	0	0	0	0	0	0	0.600	0.096	0.622
CAMK2B	CREB5	9606.ENSP00000379098	9606.ENSP00000350359	0	0	0	0	0.062	0	0.600	0.156	0.655
CAMK2B	CACNA1A	9606.ENSP00000379098	9606.ENSP00000353362	0	0	0	0	0.313	0.105	0	0.225	0.482
CAMK2B	KCNJ9	9606.ENSP00000379098	9606.ENSP00000357067	0	0	0	0	0.351	0.098	0	0.193	0.486
CAMK2B	CREB3L4	9606.ENSP00000379098	9606.ENSP00000357596	0	0	0	0	0	0	0.600	0.120	0.632
CAMK2B	CACNA1B	9606.ENSP00000379098	9606.ENSP00000360423	0	0	0	0	0.180	0.105	0	0.306	0.446
CAMK2B	ITPR3	9606.ENSP00000379098	9606.ENSP00000363435	0	0	0	0	0.062	0	0	0.402	0.416
CAMK2B	ATF6B	9606.ENSP00000379098	9606.ENSP00000364349	0	0	0	0	0.085	0	0.600	0	0.618
CAMK2B	PLCB4	9606.ENSP00000379098	9606.ENSP00000367762	0	0	0	0	0.084	0.061	0.600	0.312	0.731
CAMK2B	CALML5	9606.ENSP00000379098	9606.ENSP00000369689	0	0	0	0	0	0.154	0.600	0.055	0.652
CAMK2B	PPP3CB	9606.ENSP00000379098	9606.ENSP00000378306	0	0	0	0	0.107	0.070	0.900	0.292	0.933
CAMK2B	PPP3CA	9606.ENSP00000379098	9606.ENSP00000378323	0	0	0	0	0.139	0.070	0.900	0.320	0.938
CAMK2B	PPP1CB	9606.ENSP00000379098	9606.ENSP00000378769	0	0	0	0	0	0.070	0.800	0.108	0.819
CAMK2B	KIF5A	9606.ENSP00000379098	9606.ENSP00000408979	0	0	0	0	0.216	0.057	0	0.256	0.402
CAMK2B	CREB3L1	9606.ENSP00000379098	9606.ENSP00000481956	0	0	0	0	0	0	0.600	0.111	0.629
CAMK2B	CALML4	9606.ENSP00000379098	9606.ENSP00000419081	0	0	0	0	0	0.154	0.600	0.083	0.662
CAMK2B	ADCY5	9606.ENSP00000379098	9606.ENSP00000419361	0	0	0	0	0.130	0.077	0.600	0.135	0.685
CAMK2B	PLCB3	9606.ENSP00000379098	9606.ENSP00000443631	0	0	0	0	0.063	0.229	0.600	0.335	0.782
CAMK2B	GRIN2B	9606.ENSP00000379098	9606.ENSP00000477455	0	0	0	0	0.163	0.436	0.500	0.446	0.852
CAMK2B	GRIN2A	9606.ENSP00000379098	9606.ENSP00000379818	0	0	0	0	0.177	0.324	0.600	0.457	0.863
CAMK2B	PPP3CC	9606.ENSP00000379098	9606.ENSP00000380878	0	0	0	0	0.107	0.070	0.900	0.163	0.921
CAMK2B	CREB1	9606.ENSP00000379098	9606.ENSP00000387699	0	0	0	0	0	0	0.900	0.307	0.927
CAMK2B	GRIA3	9606.ENSP00000379098	9606.ENSP00000481554	0	0	0	0	0.143	0.138	0.900	0.387	0.948
CAMK2B	GRIA1	9606.ENSP00000379098	9606.ENSP00000428994	0	0	0	0	0.174	0.138	0.900	0.446	0.955
CAMK2B	CAMK2A	9606.ENSP00000379098	9606.ENSP00000381412	0	0	0	0.979	0.327	0.955	0.900	0.787	0.996
CAMK2D	CREB3L3	9606.ENSP00000339740	9606.ENSP00000078445	0	0	0	0	0	0	0.600	0.049	0.603
CAMK2D	PLCB2	9606.ENSP00000339740	9606.ENSP00000260402	0	0	0	0	0.063	0.061	0.600	0.488	0.796
CAMK2D	ATF2	9606.ENSP00000339740	9606.ENSP00000264110	0	0	0	0	0.062	0	0.600	0.090	0.628
CAMK2D	CACNA1C	9606.ENSP00000339740	9606.ENSP00000266376	0	0	0	0	0.064	0.105	0.600	0.382	0.765
CAMK2D	SLC6A3	9606.ENSP00000339740	9606.ENSP00000270349	0	0	0	0	0	0	0.800	0.094	0.811
CAMK2D	CALM2	9606.ENSP00000339740	9606.ENSP00000272298	0	0	0	0	0	0.942	0.600	0.274	0.982
CAMK2D	GRIA4	9606.ENSP00000339740	9606.ENSP00000282499	0	0	0	0	0.062	0.138	0.900	0.241	0.930
CAMK2D	CACNA1D	9606.ENSP00000339740	9606.ENSP00000288139	0	0	0	0	0.064	0.105	0.600	0.216	0.702
CAMK2D	GRIA2	9606.ENSP00000339740	9606.ENSP00000296526	0	0	0	0	0.061	0.138	0.900	0.228	0.929
CAMK2D	CALML6	9606.ENSP00000339740	9606.ENSP00000304643	0	0	0	0	0	0.154	0.600	0.264	0.729
CAMK2D	CALML3	9606.ENSP00000339740	9606.ENSP00000315299	0	0	0	0	0	0.154	0.600	0.217	0.712
CAMK2D	CAMK2G	9606.ENSP00000339740	9606.ENSP00000319060	0	0	0.442	0.981	0.063	0.878	0.900	0.561	0.987
CAMK2D	PPP1CA	9606.ENSP00000339740	9606.ENSP00000326031	0	0	0	0	0	0.070	0.800	0.090	0.816
CAMK2D	CREB3L2	9606.ENSP00000339740	9606.ENSP00000329140	0	0	0	0	0	0	0.600	0.048	0.602
CAMK2D	ATF4	9606.ENSP00000339740	9606.ENSP00000336790	0	0	0	0	0	0	0.600	0.058	0.607
CAMK2D	PLCB1	9606.ENSP00000339740	9606.ENSP00000338185	0	0	0	0	0.063	0.061	0.600	0.497	0.799
CAMK2D	AKT1	9606.ENSP00000339740	9606.ENSP00000451828	0	0	0.381	0.663	0.062	0.282	0	0.230	0.422
CAMK2D	PPP3CA	9606.ENSP00000339740	9606.ENSP00000378323	0	0	0	0	0.107	0.070	0	0.371	0.432
CAMK2D	CREB3	9606.ENSP00000339740	9606.ENSP00000342136	0	0	0	0	0	0	0.600	0.047	0.602
CAMK2D	CREB3L1	9606.ENSP00000339740	9606.ENSP00000481956	0	0	0	0	0	0	0.600	0.058	0.607
CAMK2D	CREB3L4	9606.ENSP00000339740	9606.ENSP00000357596	0	0	0	0	0	0	0.600	0.058	0.607
CAMK2D	ATF6B	9606.ENSP00000339740	9606.ENSP00000364349	0	0	0	0	0.085	0	0.600	0.055	0.623
CAMK2D	CALML4	9606.ENSP00000339740	9606.ENSP00000419081	0	0	0	0	0	0.154	0.600	0.083	0.662
CAMK2D	CREB5	9606.ENSP00000339740	9606.ENSP00000350359	0	0	0	0	0.062	0	0.600	0.176	0.664
CAMK2D	CALML5	9606.ENSP00000339740	9606.ENSP00000369689	0	0	0	0	0	0.154	0.600	0.101	0.669
CAMK2D	ADCY5	9606.ENSP00000339740	9606.ENSP00000419361	0	0	0	0	0	0.077	0.600	0.219	0.686
CAMK2D	PLCB4	9606.ENSP00000339740	9606.ENSP00000367762	0	0	0	0	0.063	0.061	0.600	0.235	0.694
CAMK2D	PLCB3	9606.ENSP00000339740	9606.ENSP00000443631	0	0	0	0	0.063	0.102	0.600	0.232	0.707
CAMK2D	GRIN2A	9606.ENSP00000339740	9606.ENSP00000379818	0	0	0	0	0.056	0.176	0.600	0.446	0.804
CAMK2D	GRIN2B	9606.ENSP00000339740	9606.ENSP00000477455	0	0	0	0	0.056	0.472	0.500	0.403	0.831
CAMK2D	PPP1CC	9606.ENSP00000339740	9606.ENSP00000341779	0	0	0	0	0	0.070	0.800	0.173	0.832
CAMK2D	PPP1CB	9606.ENSP00000339740	9606.ENSP00000378769	0	0	0	0	0.062	0.070	0.800	0.203	0.842
CAMK2D	CREB1	9606.ENSP00000339740	9606.ENSP00000387699	0	0	0	0	0	0	0.900	0.220	0.918
CAMK2D	GRIA3	9606.ENSP00000339740	9606.ENSP00000481554	0	0	0	0	0.065	0.138	0.900	0.183	0.925
CAMK2D	GRIA1	9606.ENSP00000339740	9606.ENSP00000428994	0	0	0	0	0.085	0.138	0.900	0.203	0.928
CAMK2D	CAMK2B	9606.ENSP00000339740	9606.ENSP00000379098	0	0	0	0.979	0	0.960	0.900	0.323	0.996
CAMK2D	CAMK2A	9606.ENSP00000339740	9606.ENSP00000381412	0	0	0.447	0.982	0.062	0.968	0.900	0.520	0.996
CAMK2G	PLCB2	9606.ENSP00000319060	9606.ENSP00000260402	0	0	0	0	0.063	0.061	0	0.480	0.502
CAMK2G	CACNA1C	9606.ENSP00000319060	9606.ENSP00000266376	0	0	0	0	0.064	0.105	0	0.344	0.402
CAMK2G	CALM2	9606.ENSP00000319060	9606.ENSP00000272298	0	0	0	0	0.049	0.578	0	0.369	0.724
CAMK2G	GRIA4	9606.ENSP00000319060	9606.ENSP00000282499	0	0	0	0	0.062	0.296	0.900	0.146	0.936
CAMK2G	GRIA2	9606.ENSP00000319060	9606.ENSP00000296526	0	0	0	0	0.069	0.138	0.900	0.243	0.931
CAMK2G	PPP3CC	9606.ENSP00000319060	9606.ENSP00000380878	0	0	0	0	0.107	0.070	0	0.374	0.434
CAMK2G	PLCB3	9606.ENSP00000319060	9606.ENSP00000443631	0	0	0	0	0.063	0.277	0	0.235	0.436
CAMK2G	PLCB1	9606.ENSP00000319060	9606.ENSP00000338185	0	0	0	0	0.063	0.061	0	0.524	0.545
CAMK2G	GRIN2A	9606.ENSP00000319060	9606.ENSP00000379818	0	0	0	0	0.062	0.159	0.600	0.770	0.917
CAMK2G	CREB1	9606.ENSP00000319060	9606.ENSP00000387699	0	0	0	0	0.046	0	0.900	0.328	0.930
CAMK2G	GRIA3	9606.ENSP00000319060	9606.ENSP00000481554	0	0	0	0	0.065	0.138	0.900	0.384	0.943
CAMK2G	GRIA1	9606.ENSP00000319060	9606.ENSP00000428994	0	0	0	0	0.062	0.292	0.900	0.365	0.952
CAMK2G	CAMK2B	9606.ENSP00000319060	9606.ENSP00000379098	0	0	0	0.979	0.062	0.536	0.900	0.629	0.953
CAMK2G	CAMK2A	9606.ENSP00000319060	9606.ENSP00000381412	0	0	0.444	0.980	0.096	0.585	0.900	0.644	0.960
CAMK2G	GRIN2B	9606.ENSP00000319060	9606.ENSP00000477455	0	0	0	0	0.062	0.717	0.500	0.744	0.961
CAMK2G	CAMK2D	9606.ENSP00000319060	9606.ENSP00000339740	0	0	0.442	0.981	0.063	0.878	0.900	0.561	0.987
CLOCK	CRY1	9606.ENSP00000308741	9606.ENSP00000008527	0	0	0	0	0.063	0.977	0.900	0.991	0.999
CLOCK	SIRT1	9606.ENSP00000308741	9606.ENSP00000212015	0	0	0	0	0	0.495	0.900	0.989	0.999
CLOCK	PRKCA	9606.ENSP00000308741	9606.ENSP00000408695	0	0	0	0	0	0.182	0	0.297	0.400
CLOCK	PPP2R1B	9606.ENSP00000308741	9606.ENSP00000311344	0	0	0	0	0	0.427	0	0	0.426
CLOCK	GSK3B	9606.ENSP00000308741	9606.ENSP00000324806	0	0	0	0	0.064	0	0	0.441	0.454
CLOCK	PPP2R5E	9606.ENSP00000308741	9606.ENSP00000337641	0	0	0	0	0.063	0.447	0	0	0.459
CLOCK	PPP2R5D	9606.ENSP00000308741	9606.ENSP00000417963	0	0	0	0	0.063	0.453	0	0	0.465
CLOCK	PPP1CA	9606.ENSP00000308741	9606.ENSP00000326031	0	0	0	0	0	0.472	0	0.055	0.479
CLOCK	CREB1	9606.ENSP00000308741	9606.ENSP00000387699	0	0	0	0	0.065	0	0	0.506	0.518
CLOCK	ARNTL	9606.ENSP00000308741	9606.ENSP00000384517	0	0	0	0.649	0.065	0.998	0.900	0.996	0.999
COMT	DRD4	9606.ENSP00000354511	9606.ENSP00000176183	0	0	0	0	0	0	0	0.881	0.881
COMT	GNB3	9606.ENSP00000354511	9606.ENSP00000229264	0	0	0	0	0	0	0	0.427	0.426
COMT	PPP1R1B	9606.ENSP00000354511	9606.ENSP00000254079	0	0	0	0	0	0	0	0.563	0.563
COMT	CACNA1C	9606.ENSP00000354511	9606.ENSP00000266376	0	0	0	0	0	0	0	0.420	0.420
COMT	SLC6A3	9606.ENSP00000354511	9606.ENSP00000270349	0	0	0	0	0	0	0	0.860	0.860
COMT	SLC18A2	9606.ENSP00000354511	9606.ENSP00000298472	0	0	0	0	0	0	0	0.691	0.691
COMT	LRTOMT	9606.ENSP00000354511	9606.ENSP00000305742	0	0	0.325	0.859	0	0	0.800	0.642	0.825
COMT	DRD5	9606.ENSP00000354511	9606.ENSP00000306129	0	0	0	0	0	0	0	0.681	0.681
COMT	MAOA	9606.ENSP00000354511	9606.ENSP00000340684	0	0	0	0	0	0	0.900	0.899	0.989
COMT	PPP3CC	9606.ENSP00000354511	9606.ENSP00000380878	0	0	0	0	0	0	0	0.460	0.459
COMT	SLC18A1	9606.ENSP00000354511	9606.ENSP00000387549	0	0	0	0	0	0	0	0.468	0.468
COMT	GRIN2B	9606.ENSP00000354511	9606.ENSP00000477455	0	0	0	0	0	0	0	0.470	0.470
COMT	TH	9606.ENSP00000354511	9606.ENSP00000370571	0	0	0	0	0	0	0	0.703	0.703
COMT	DRD1	9606.ENSP00000354511	9606.ENSP00000377353	0	0	0	0	0	0	0	0.710	0.710
COMT	DRD3	9606.ENSP00000354511	9606.ENSP00000373169	0	0	0	0	0	0	0	0.800	0.800
COMT	DRD2	9606.ENSP00000354511	9606.ENSP00000354859	0	0	0	0	0	0	0	0.940	0.940
COMT	DDC	9606.ENSP00000354511	9606.ENSP00000403644	0	0	0	0	0.062	0	0.900	0.812	0.980
COMT	MAOB	9606.ENSP00000354511	9606.ENSP00000367309	0	0	0	0	0	0	0.900	0.879	0.987
CREB1	CRY1	9606.ENSP00000387699	9606.ENSP00000008527	0	0	0	0	0	0	0	0.506	0.506
CREB1	CREB3L3	9606.ENSP00000387699	9606.ENSP00000078445	0	0	0	0	0	0.309	0.800	0.505	0.925
CREB1	MAPK13	9606.ENSP00000387699	9606.ENSP00000211287	0	0	0	0	0	0	0.900	0.219	0.918
CREB1	SIRT1	9606.ENSP00000387699	9606.ENSP00000212015	0	0	0	0	0.062	0.270	0	0.822	0.868
CREB1	MAPK12	9606.ENSP00000387699	9606.ENSP00000215659	0	0	0	0	0	0	0.900	0.371	0.934
CREB1	NFKBIA	9606.ENSP00000387699	9606.ENSP00000216797	0	0	0	0	0	0.071	0	0.561	0.574
CREB1	GSK3A	9606.ENSP00000387699	9606.ENSP00000222330	0	0	0	0	0	0.270	0	0.381	0.528
CREB1	MAPK14	9606.ENSP00000387699	9606.ENSP00000229795	0	0	0	0	0	0.462	0.900	0.642	0.979
CREB1	PPP1R1B	9606.ENSP00000387699	9606.ENSP00000254079	0	0	0	0	0	0	0	0.679	0.679
CREB1	PRKCG	9606.ENSP00000387699	9606.ENSP00000263431	0	0	0	0	0	0	0.600	0.321	0.716
CREB1	AKT3	9606.ENSP00000387699	9606.ENSP00000263826	0	0	0	0	0.064	0	0.900	0.390	0.937
CREB1	ATF2	9606.ENSP00000387699	9606.ENSP00000264110	0	0	0	0	0.063	0.272	0.900	0.889	0.991
CREB1	CACNA1C	9606.ENSP00000387699	9606.ENSP00000266376	0	0	0	0	0	0	0	0.458	0.458
CREB1	SLC6A3	9606.ENSP00000387699	9606.ENSP00000270349	0	0	0	0	0	0	0	0.466	0.466
CREB1	GNAQ	9606.ENSP00000387699	9606.ENSP00000286548	0	0	0	0	0.062	0	0	0.557	0.566
CREB1	GRIA2	9606.ENSP00000387699	9606.ENSP00000296526	0	0	0	0	0	0	0	0.505	0.505
CREB1	PRKCB	9606.ENSP00000387699	9606.ENSP00000305355	0	0	0	0	0	0	0.600	0.252	0.688
CREB1	FOS	9606.ENSP00000387699	9606.ENSP00000306245	0	0	0	0	0	0	0.900	0.910	0.990
CREB1	ITPR1	9606.ENSP00000387699	9606.ENSP00000306253	0	0	0	0	0	0	0	0.479	0.479
CREB1	CLOCK	9606.ENSP00000387699	9606.ENSP00000308741	0	0	0	0	0.065	0	0	0.506	0.518
CREB1	PRKACA	9606.ENSP00000387699	9606.ENSP00000309591	0	0	0	0	0.062	0.487	0.900	0.316	0.962
CREB1	CAMK2G	9606.ENSP00000387699	9606.ENSP00000319060	0	0	0	0	0.046	0	0.900	0.328	0.930
CREB1	GSK3B	9606.ENSP00000387699	9606.ENSP00000324806	0	0	0	0	0.061	0.463	0.800	0.660	0.961
CREB1	PPP1CA	9606.ENSP00000387699	9606.ENSP00000326031	0	0	0	0	0.063	0.270	0.600	0.301	0.783
CREB1	CREB3L2	9606.ENSP00000387699	9606.ENSP00000329140	0	0	0	0.577	0	0.061	0.800	0.650	0.856
CREB1	MAPK11	9606.ENSP00000387699	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0.460	0.943
CREB1	ATF4	9606.ENSP00000387699	9606.ENSP00000336790	0	0	0	0	0.049	0.182	0.800	0.538	0.918
CREB1	CAMK2D	9606.ENSP00000387699	9606.ENSP00000339740	0	0	0	0	0	0	0.900	0.220	0.918
CREB1	PPP1CC	9606.ENSP00000387699	9606.ENSP00000341779	0	0	0	0	0.062	0	0.600	0.292	0.711
CREB1	CREB3	9606.ENSP00000387699	9606.ENSP00000342136	0	0	0	0	0	0.077	0.800	0.547	0.909
CREB1	CREB5	9606.ENSP00000387699	9606.ENSP00000350359	0	0	0	0	0	0	0.800	0.454	0.886
